"Dist Code","Year","State Code","State Name","Dist Name","TOTAL POPULATION (1000 Number)","TOTAL MALE POPULATION (1000 Number)","TOTAL FEMALE POPULATION (1000 Number)","TOTAL RURAL POPULATION (1000 Number)","RURAL MALE POPULATION (1000 Number)","RURAL FEMALE POPULATION (1000 Number)","TOTAL URBAN POPULATION (1000 Number)","URBAN MALE POPULATION (1000 Number)","URBAN FEMALE POPULATION (1000 Number)","ST TOTAL POPULATION (1000 Number)","ST MALE POPULATION (1000 Number)","ST FEMALE POPULATION (1000 Number)","ST RURAL TOTAL POPULATION (1000 Number)","ST RURAL MALE POPULATION (1000 Number)","ST RURAL FEMALE POPULATION (1000 Number)","ST URBAN TOTAL POPULATION (1000 Number)","ST URBAN MALE POPULATION (1000 Number)","ST URBAN FEMALE POPULATION (1000 Number)","SC TOTAL POPULATION (1000 Number)","SC MALE POPULATION (1000 Number)","SC FEMALE POPULATION (1000 Number)","SC RURAL TOTAL POPULATION (1000 Number)","SC RURAL MALE POPULATION (1000 Number)","SC RURAL FEMALE POPULATION (1000 Number)","SC URBAN TOTAL POPULATION (1000 Number)","SC URBAN MALE POPULATION (1000 Number)","SC URBAN FEMALE POPULATION (1000 Number)","TOTAL LITERATES POPULATION (1000 Number)","MALE LITERATES POPULATION (1000 Number)","FEMALE LITERATES POPULATION (1000 Number)","TOTAL RURAL LITERATES POPULATION (1000 Number)","RURAL MALE LITERATES POPULATION (1000 Number)","RURAL FEMALE LITERATES POPULATION (1000 Number)","TOTAL URBAN LITERATES POPULATION (1000 Number)","URBAN MALE LITERATES POPULATION (1000 Number)","URBAN FEMALE LITERATES POPULATION (1000 Number)","TOTAL CULTIVATORS POPULATION (1000 Number)","MALE CULTIVATORS POPULATION (1000 Number)","FEMALE CULTIVATORS POPULATION (1000 Number)","TOTAL RURAL CULTIVATORS POPULATION (1000 Number)","RURAL MALE CULTIVATORS POPULATION (1000 Number)","RURAL FEMALE CULTIVATORS POPULATION (1000 Number)","TOTAL URBAN CULTIVATORS POPULATION (1000 Number)","URBAN MALE CULTIVATORS POPULATION (1000 Number)","URBAN FEMALE CULTIVATORS POPULATION (1000 Number)","TOTAL AGRICULTURAL LABOUR POPULATION (1000 Number)","MALE AGRICULTURAL LABOUR POPULATION (1000 Number)","FEMALE AGRICULTURAL LABOUR POPULATION (1000 Number)","TOTAL RURAL AGRICULTURAL LABOUR POPULATION (1000 Number)","RURAL MALE AGRICULTURAL LABOUR POPULATION (1000 Number)","RURAL FEMALE AGRICULTURAL LABOUR POPULATION (1000 Number)","TOTAL URBAN AGRICULTURAL LABOUR POPULATION (1000 Number)","URBAN MALE AGRICULTURAL LABOUR POPULATION (1000 Number)","URBAN FEMALE AGRICULTURAL LABOUR POPULATION (1000 Number)","NON AGRICULTURAL WORKERS POPULATION (1000 Number)","AGRICULTURAL WORKERS POPULATION (1000 Number)","TOTAL WORKERS POPULATION (1000 Number)"
"126","1971","3","Gujarat","Bhavnagar","1423.06","730.96","692.09","973.42","497.45","475.98","449.64","233.52","216.12","0.18","0.09","0.09","0.33","0.19","0.14","0.15","0.07","0.08","63.43","32.27","31.15","44.89","22.76","22.13","18.53","9.52","9.02","466.46","319.44","147.02","235.88","176.13","59.75","230.58","143.31","87.27","168.76","150.08","18.68","160.31","142.34","17.97","8.44","7.74","0.71","87.69","60.1","27.59","82.11","56.16","25.95","5.58","3.94","1.64","1148.67","256.45","1405.12"
"126","1981","3","Gujarat","Bhavnagar","1879.34","959.7","919.65","1253.77","637.28","616.49","625.57","322.42","303.15","2.43","1.27","1.17","0.85","0.46","0.4","1.58","0.81","0.77","99.76","50.62","49.14","67.37","34.14","33.23","32.38","16.48","15.91","747.8","490.61","257.2","395.68","278.25","117.43","352.12","212.36","139.76","227.54","186.59","40.96","217.07","177.18","39.9","10.47","9.41","1.06","147.3","92.38","54.92","137.74","85.66","52.08","9.56","6.72","2.85","1604.95","374.84","1979.79"
"126","1991","3","Gujarat","Bhavnagar","2292.03","1175.85","1116.17","1487.19","760.02","727.16","804.84","415.83","389.01","3.35","1.81","1.53","0.95","0.57","0.37","2.4","1.24","1.16","138.5","71.24","67.25","87.37","44.87","42.5","51.13","26.38","24.75","1084.78","679.01","405.78","605.87","398.14","207.74","478.91","280.87","198.04","234.7","170.8","63.8","224.5","162.2","62.3","10.2","8.7","1.5","194.3","105.8","88.5","180.4","96.0","84.4","13.9","9.8","4.1","1845.64","429.0","2274.64"
"126","2001","3","Gujarat","Bhavnagar","2469.26","1275.33","1193.94","1534.59","782.43","752.16","934.68","492.9","441.78","7.3","3.91","3.39","2.38","1.29","1.08","4.92","2.62","2.31","142.13","73.01","69.11","87.21","44.59","42.62","54.92","28.43","26.5","1395.21","843.86","551.35","757.48","475.88","281.6","637.73","367.98","269.75","213.75","138.37","75.38","207.61","133.7","73.91","6.14","4.67","1.47","210.94","91.69","119.25","204.73","88.29","116.44","6.21","3.4","2.82","2003.97","424.7","2428.67"
"126","2011","3","Gujarat","Bhavnagar","2880.37","1490.2","1390.16","1697.96","868.83","829.13","1182.4","621.37","561.03","9.11","4.75","4.36","3.41","1.82","1.59","5.7","2.93","2.77","157.03","80.83","76.21","88.67","45.62","43.06","68.36","35.21","33.15","1887.26","1087.37","799.88","1029.94","605.03","424.91","857.32","482.35","374.97","231.8","171.86","59.94","221.39","163.38","58.02","10.4","8.48","1.92","334.03","170.99","163.03","311.51","157.55","153.95","22.52","13.44","9.08","1729.73","565.83","2295.56"
"127","1961","3","Gujarat","Valsad","1137.8","563.8","574.0","956.15","470.27","485.87","181.66","93.53","88.13","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","263.97","134.53","129.44","259.62","132.06","127.56","4.36","2.47","1.88","117.14","54.28","62.87","114.64","53.1","61.54","2.5","1.18","1.33","3805.43","381.12","4186.54"
"127","1971","3","Gujarat","Valsad","1428.51","714.97","713.54","1187.22","589.57","597.65","241.29","125.4","115.89","776.22","389.59","386.63","713.91","356.99","356.92","62.31","32.6","29.71","42.95","18.71","24.24","33.7","14.15","19.55","9.25","4.57","4.69","533.96","332.67","201.29","395.57","251.1","144.47","138.38","81.57","56.82","204.16","148.58","55.58","201.39","146.12","55.28","2.76","2.47","0.3","149.96","80.69","69.27","143.28","76.52","66.77","6.68","4.18","2.5","1061.74","354.12","1415.86"
"127","1981","3","Gujarat","Valsad","1774.14","895.31","878.82","1385.27","690.26","695.01","388.86","205.05","183.81","968.52","484.46","484.06","875.21","435.77","439.44","93.31","48.69","44.62","54.99","25.51","29.48","39.29","17.57","21.71","15.7","7.94","7.76","832.9","499.05","333.85","587.1","355.19","231.91","245.79","143.86","101.94","233.52","169.47","64.05","230.05","166.68","63.36","3.47","2.79","0.69","161.04","88.07","72.97","153.17","82.82","70.36","7.86","5.26","2.61","1407.37","394.56","1801.93"
"127","1991","3","Gujarat","Valsad","2173.67","1110.63","1063.04","1641.82","832.23","809.58","531.86","278.4","253.46","1181.4","595.67","585.73","1063.67","535.88","527.79","117.74","59.79","57.94","65.83","32.53","33.3","42.85","20.79","22.06","22.98","11.74","11.24","1185.6","692.3","493.31","818.2","483.67","334.53","367.41","208.63","158.78","288.7","204.9","83.8","283.2","200.5","82.7","5.4","4.4","1.1","209.2","116.8","92.4","196.3","108.3","88.1","12.9","8.5","4.4","1668.08","497.9","2165.98"
"127","2001","3","Gujarat","Valsad","2639.93","1363.76","1276.17","1922.32","979.61","942.72","717.61","384.15","333.45","1363.57","683.5","680.07","1237.44","620.19","617.25","126.14","63.31","62.83","76.87","38.87","38.02","45.5","22.77","22.72","31.39","16.09","15.29","1669.55","955.02","714.53","1122.79","644.5","478.29","546.76","310.52","236.24","313.15","179.77","133.38","310.16","177.43","132.73","2.99","2.34","0.65","334.72","155.75","178.97","326.33","150.73","175.6","8.4","5.03","3.37","1972.96","647.87","2620.83"
"127","2011","3","Gujarat","Valsad","3035.35","1565.39","1469.97","1990.72","1007.39","983.32","1044.64","558.0","486.64","1542.45","770.72","771.74","1356.81","678.47","678.34","185.64","92.24","93.4","73.7","37.52","36.19","38.13","19.25","18.88","35.58","18.27","17.31","2172.57","1195.0","977.57","1347.29","735.23","612.06","825.28","459.77","365.51","260.38","184.91","75.47","253.14","179.25","73.9","7.24","5.67","1.57","389.64","194.96","194.67","373.97","185.56","188.41","15.66","9.4","6.26","1700.27","650.02","2350.29"
"128","1961","3","Gujarat","Dangs","71.57","37.42","34.15","71.57","37.42","34.15","0.0","0.0","0.0","66.23","34.36","31.87","66.23","34.36","31.87","0.0","0.0","0.0","0.26","0.14","0.12","0.26","0.14","0.12","0.0","0.0","0.0","6.63","5.34","1.29","6.63","5.34","1.29","0.0","0.0","0.0","26.09","13.82","12.27","26.09","13.82","12.27","0.0","0.0","0.0","8.53","4.29","4.24","8.53","4.29","4.24","0.0","0.0","0.0","32.41","34.62","67.02"
"128","1971","3","Gujarat","Dangs","94.24","48.42","45.82","94.24","48.42","45.82","0.0","0.0","0.0","88.03","45.03","43.0","88.03","45.03","43.0","0.0","0.0","0.0","0.34","0.18","0.16","0.34","0.18","0.16","0.0","0.0","0.0","13.18","9.96","3.22","13.18","9.96","3.22","0.0","0.0","0.0","26.63","18.53","8.1","26.63","18.53","8.1","0.0","0.0","0.0","7.9","4.64","3.27","7.9","4.64","3.27","0.0","0.0","0.0","59.24","34.53","93.77"
"128","1981","3","Gujarat","Dangs","113.66","57.68","55.98","113.66","57.68","55.98","0.0","0.0","0.0","104.92","53.09","51.83","104.92","53.09","51.83","0.0","0.0","0.0","0.75","0.39","0.36","0.75","0.39","0.36","-1.0","-1.0","-1.0","33.92","22.15","11.78","33.92","22.15","11.78","0.0","0.0","0.0","28.53","20.61","7.92","28.53","20.61","7.92","0.0","0.0","0.0","8.1","4.82","3.27","8.1","4.82","3.27","0.0","0.0","0.0","78.66","36.63","115.29"
"128","1991","3","Gujarat","Dangs","144.09","72.67","71.42","128.18","64.31","63.87","15.91","8.37","7.55","135.39","67.99","67.4","125.99","63.05","62.94","9.4","4.94","4.46","1.05","0.54","0.51","0.23","0.11","0.11","0.82","0.42","0.4","53.51","33.87","19.64","43.02","27.74","15.28","10.49","6.13","4.37","47.6","26.1","21.6","47.5","26.0","21.6","0.1","0.1","0.0","10.9","5.4","5.5","10.0","4.8","5.2","0.9","0.6","0.3","84.62","58.5","143.12"
"128","2001","3","Gujarat","Dangs","186.71","94.0","92.71","186.71","94.0","92.71","0.0","0.0","0.0","175.08","87.76","87.32","175.08","87.76","87.32","-1.0","-1.0","-1.0","0.92","0.46","0.46","0.92","0.46","0.46","-1.0","-1.0","-1.0","91.28","54.36","36.92","91.28","54.36","36.92","0.0","0.0","0.0","53.36","29.2","24.16","53.36","29.2","24.16","0.0","0.0","0.0","26.58","10.38","16.2","26.58","10.38","16.2","0.0","0.0","0.0","105.67","79.94","185.61"
"128","2011","3","Gujarat","Dangs","228.29","113.82","114.47","203.6","101.71","101.89","24.69","12.11","12.58","216.07","107.54","108.53","200.14","99.89","100.25","15.94","7.65","8.28","0.99","0.49","0.5","0.15","0.08","0.07","0.84","0.41","0.43","140.97","77.31","63.65","121.6","67.4","54.2","19.37","9.91","9.46","64.56","36.83","27.73","64.45","36.75","27.7","0.11","0.08","0.03","40.49","15.59","24.9","39.51","14.9","24.6","0.98","0.69","0.29","110.03","105.05","215.08"
"129","1961","3","Gujarat","Jamnagar","828.42","424.3","404.12","534.76","271.92","262.84","293.66","152.38","141.28","3.41","1.68","1.73","3.0","1.51","1.49","0.41","0.17","0.24","50.3","25.06","25.24","35.17","17.63","17.54","15.12","7.43","7.7","219.97","154.35","65.62","95.74","73.27","22.47","124.23","81.08","43.15","165.24","105.45","59.79","156.04","99.53","56.51","9.19","5.92","3.28","19.16","11.54","7.62","18.23","10.87","7.36","0.93","0.67","0.26","521.04","184.4","705.44"
"129","1971","3","Gujarat","Jamnagar","1111.38","571.35","540.02","710.4","364.01","346.39","400.98","207.35","193.63","2.71","1.35","1.36","2.09","1.05","1.05","0.62","0.31","0.31","72.0","37.02","34.99","49.07","25.16","23.91","22.93","11.85","11.07","354.7","235.91","118.78","160.65","115.66","44.99","194.05","120.25","73.8","154.23","137.05","17.19","145.74","129.2","16.54","8.5","7.85","0.65","39.52","27.45","12.07","36.6","25.37","11.24","2.92","2.09","0.84","907.96","193.75","1101.71"
"129","1981","3","Gujarat","Jamnagar","1393.08","714.79","678.29","871.48","445.04","426.45","521.59","269.75","251.84","4.28","2.19","2.09","3.1","1.59","1.51","1.18","0.6","0.58","101.62","52.36","49.26","65.77","34.0","31.76","35.85","18.36","17.5","564.54","359.11","205.43","282.5","188.76","93.74","282.04","170.35","111.69","182.65","156.01","26.63","174.47","149.1","25.37","8.18","6.91","1.26","56.93","39.31","17.62","52.02","36.02","16.0","4.91","3.29","1.62","1189.66","239.58","1429.24"
"129","1991","3","Gujarat","Jamnagar","1563.56","802.16","761.4","932.72","475.56","457.16","630.84","326.6","304.24","7.15","3.83","3.31","4.97","2.66","2.3","2.19","1.17","1.01","124.01","64.23","59.78","73.41","38.02","35.39","50.59","26.21","24.39","777.16","471.59","305.57","403.04","252.47","150.57","374.12","219.11","155.01","204.2","159.7","44.5","196.1","152.8","43.3","8.1","6.8","1.2","74.2","47.4","26.8","68.8","43.6","25.2","5.4","3.8","1.6","1274.57","278.4","1552.97"
"129","2001","3","Gujarat","Jamnagar","1913.69","985.27","928.42","1061.29","541.05","520.24","852.39","444.21","408.18","10.46","5.52","4.94","6.2","3.25","2.95","4.26","2.28","1.99","154.82","79.88","74.94","86.46","44.5","41.96","68.36","35.37","32.99","1048.89","616.37","432.52","500.77","301.5","199.28","548.12","314.88","233.25","249.3","154.34","94.97","242.97","149.46","93.51","6.34","4.88","1.46","97.11","51.31","45.8","91.96","47.84","44.12","5.15","3.47","1.68","1530.96","346.41","1877.36"
"129","2011","3","Gujarat","Jamnagar","2160.12","1114.19","1045.93","1189.05","610.09","578.97","971.07","504.1","466.96","24.19","12.42","11.77","16.49","8.46","8.04","7.7","3.96","3.74","173.9","89.6","84.3","99.38","51.01","48.37","74.52","38.59","35.93","1396.53","795.14","601.39","715.74","415.0","300.74","680.8","380.14","300.66","264.32","190.7","73.62","254.82","183.11","71.71","9.5","7.59","1.91","147.19","84.96","62.24","131.96","75.49","56.47","15.23","9.46","5.77","1312.68","411.51","1724.19"
"130","1961","3","Gujarat","Junagadh","1245.64","638.3","607.35","893.89","457.59","436.3","351.75","180.71","171.05","6.8","3.54","3.27","6.28","3.27","3.02","0.52","0.27","0.25","85.49","43.28","42.21","71.9","36.4","35.5","13.59","6.88","6.71","304.13","226.19","77.94","158.41","127.46","30.95","145.72","98.73","46.99","303.48","169.76","133.72","288.94","160.74","128.21","14.53","9.02","5.51","59.1","33.01","26.09","55.97","30.92","25.05","3.13","2.08","1.05","716.05","362.57","1078.62"
"130","1971","3","Gujarat","Junagadh","1655.62","853.4","802.22","1168.13","601.26","566.87","487.49","252.14","235.35","8.31","4.37","3.94","7.5","3.97","3.53","0.81","0.4","0.41","122.5","62.65","59.84","101.06","51.61","49.45","21.44","11.04","10.4","506.23","350.43","155.8","273.97","202.92","71.05","232.25","147.51","84.75","235.35","208.28","27.08","222.0","196.11","25.89","13.36","12.17","1.19","96.46","67.36","29.1","87.16","61.03","26.13","9.31","6.33","2.97","1305.05","331.81","1636.86"
"130","1981","3","Gujarat","Junagadh","2100.71","1074.61","1026.1","1460.91","746.51","714.4","639.8","328.1","311.71","10.74","5.56","5.18","9.06","4.74","4.32","1.68","0.82","0.86","176.6","90.34","86.26","137.73","70.25","67.48","38.86","20.09","18.78","874.42","565.05","309.38","524.57","353.46","171.11","349.86","211.59","138.27","270.67","236.38","34.28","257.15","224.03","33.12","13.51","12.35","1.17","128.67","90.82","37.86","114.2","80.26","33.94","14.48","10.56","3.92","1750.14","399.34","2149.48"
"130","1991","3","Gujarat","Junagadh","2394.86","1222.26","1172.6","1615.48","822.48","793.01","779.38","399.79","379.59","11.06","5.94","5.12","9.09","4.93","4.16","1.96","1.01","0.96","213.42","109.96","103.46","160.91","82.66","78.24","52.52","27.3","25.22","1217.73","743.43","474.3","747.03","468.55","278.48","470.69","274.88","195.82","317.9","258.3","59.6","301.3","243.9","57.4","16.6","14.4","2.2","181.7","123.3","58.4","158.4","106.2","52.2","23.3","17.1","6.3","1885.78","499.6","2385.38"
"130","2001","3","Gujarat","Junagadh","2985.28","1528.38","1456.9","2012.55","1026.89","985.66","972.73","501.49","471.24","25.29","13.15","12.15","18.8","9.74","9.07","6.48","3.41","3.08","283.85","146.13","137.73","217.16","111.64","105.51","66.7","34.48","32.22","1752.48","1033.67","718.8","1090.14","658.06","432.07","662.34","375.61","286.73","464.62","288.54","176.08","448.53","276.36","172.17","16.09","12.18","3.91","286.9","148.75","138.15","268.71","137.32","131.4","18.19","11.44","6.75","2219.71","751.52","2971.23"
"130","2011","3","Gujarat","Junagadh","3328.53","1704.57","1623.97","2136.45","1093.53","1042.92","1192.08","611.04","581.06","68.61","35.19","33.42","47.58","24.53","23.06","21.03","10.67","10.36","317.62","162.93","154.69","233.22","119.69","113.54","84.4","43.24","41.16","2236.5","1268.6","967.9","1361.35","786.95","574.41","875.15","481.65","393.49","433.01","299.59","133.42","413.96","284.22","129.74","19.06","15.37","3.68","382.96","218.84","164.12","347.24","195.15","152.09","35.72","23.7","12.03","1973.65","815.97","2789.62"
"131","1961","3","Gujarat","Kheda","1977.54","1039.72","937.82","1593.77","836.23","757.54","383.77","203.49","180.28","17.48","9.21","8.27","14.39","7.54","6.85","3.1","1.67","1.42","116.07","60.26","55.82","96.84","50.09","46.76","19.23","10.17","9.06","717.0","503.74","213.27","515.61","375.9","139.71","201.39","127.83","73.56","375.46","309.42","66.04","364.13","299.12","65.01","11.32","10.3","1.03","117.62","74.59","43.03","113.09","71.36","41.73","4.54","3.23","1.3","1293.5","493.08","1786.58"
"131","1971","3","Gujarat","Kheda","2444.32","1290.34","1153.98","1958.92","1033.06","925.85","485.41","257.28","228.13","25.28","13.42","11.85","20.9","11.11","9.79","4.38","2.31","2.07","148.2","77.96","70.24","124.06","65.03","59.03","24.14","12.93","11.22","1038.23","710.75","327.48","753.62","536.28","217.34","284.61","174.47","110.14","345.54","337.04","8.51","333.58","325.46","8.12","11.97","11.58","0.39","165.72","131.06","34.66","155.78","123.46","32.31","9.94","7.59","2.35","1910.55","511.26","2421.81"
"131","1981","3","Gujarat","Kheda","3015.03","1574.34","1440.69","2408.67","1257.98","1150.69","606.36","316.36","289.99","44.68","23.78","20.9","34.25","18.12","16.13","10.43","5.67","4.77","177.07","93.16","83.91","144.36","75.91","68.45","32.72","17.25","15.46","1478.48","983.62","494.86","1101.17","760.07","341.1","377.3","223.54","153.76","373.94","362.43","11.51","361.99","350.92","11.08","11.95","11.51","0.43","249.38","185.74","63.64","237.12","176.54","60.57","12.26","9.2","3.06","2481.26","623.32","3104.58"
"131","1991","3","Gujarat","Kheda","3440.9","1793.43","1647.47","2656.0","1386.2","1270.07","784.63","407.23","377.4","41.02","21.65","19.37","26.95","14.21","12.74","14.07","7.44","6.63","203.49","107.16","96.33","155.64","82.06","73.58","47.85","25.11","22.74","1910.9","1215.39","695.51","1386.46","914.46","472.0","524.44","300.93","223.51","408.6","386.7","21.9","393.2","372.0","21.2","15.4","14.7","0.7","339.6","238.4","101.1","320.1","224.0","96.2","19.5","14.5","5.0","2673.51","748.2","3421.71"
"131","2001","3","Gujarat","Kheda","3880.07","2025.22","1854.84","2966.36","1548.46","1417.9","913.71","476.77","436.95","55.23","28.96","26.27","37.66","19.74","17.92","17.57","9.22","8.35","204.6","107.32","97.27","159.03","83.57","75.46","45.56","23.75","21.81","2479.27","1511.27","968.0","1804.43","1130.65","673.78","674.84","380.62","294.22","406.14","354.27","51.87","388.15","337.7","50.45","17.99","16.57","1.43","571.69","330.34","241.35","532.07","306.81","225.27","39.61","23.54","16.08","2872.02","977.83","3849.84"
"131","2011","3","Gujarat","Kheda","4392.64","2272.95","2119.68","3234.04","1673.7","1560.34","1158.6","599.26","559.34","65.16","33.82","31.34","37.16","19.39","17.78","28.0","14.43","13.57","220.1","114.21","105.89","161.55","83.97","77.59","58.55","30.25","28.3","3211.49","1816.96","1394.53","2310.35","1325.42","984.94","901.14","491.55","409.6","391.65","358.74","32.91","372.79","341.03","31.76","18.87","17.72","1.15","706.17","465.27","240.9","653.52","427.29","226.24","52.65","38.0","14.65","2613.85","1097.82","3711.67"
"132","1961","3","Gujarat","Kutch","696.44","341.22","355.22","561.4","272.1","289.3","135.04","69.12","65.91","32.47","16.92","15.55","28.5","14.84","13.67","3.97","2.09","1.88","63.1","31.2","31.9","52.87","26.13","26.74","10.23","5.07","5.16","174.09","114.06","60.03","112.09","75.09","37.0","62.0","38.97","23.03","128.82","77.72","51.11","127.72","77.05","50.67","1.1","0.67","0.43","31.23","15.25","15.98","30.66","14.96","15.69","0.57","0.28","0.29","425.99","160.05","586.04"
"132","1971","3","Gujarat","Kutch","849.25","420.74","428.5","633.94","310.45","323.49","215.31","110.29","105.01","40.38","20.81","19.57","34.01","17.5","16.51","6.37","3.31","3.06","80.25","40.28","39.97","63.2","31.68","31.52","17.05","8.6","8.45","249.94","157.34","92.6","145.28","93.04","52.24","104.66","64.3","40.36","112.38","91.86","20.53","108.86","88.94","19.93","3.52","2.92","0.6","65.15","37.88","27.27","61.39","35.91","25.48","3.75","1.96","1.8","661.18","177.53","838.71"
"132","1981","3","Gujarat","Kutch","1050.16","525.43","524.73","775.79","382.97","392.82","274.37","142.46","131.91","63.3","32.98","30.32","52.89","27.58","25.31","10.41","5.4","5.01","111.88","56.78","55.11","85.0","42.88","42.12","26.88","13.89","12.99","371.94","231.92","140.02","223.22","141.84","81.38","148.72","90.08","58.64","113.92","94.63","19.29","110.74","92.1","18.64","3.18","2.53","0.65","76.58","48.16","28.42","73.45","46.14","27.32","3.13","2.03","1.1","862.09","190.5","1052.59"
"132","1991","3","Gujarat","Kutch","1262.51","642.82","619.68","874.65","440.28","434.37","387.86","202.54","185.31","87.72","46.12","41.61","67.77","35.68","32.09","19.95","10.44","9.52","150.24","77.54","72.69","105.51","54.2","51.31","44.73","23.34","21.39","546.75","337.85","208.9","320.17","203.11","117.07","226.58","134.75","91.83","109.4","87.9","21.6","105.7","84.9","20.7","3.8","2.9","0.8","106.5","68.4","38.1","99.9","63.8","36.1","6.6","4.6","2.0","1037.8","215.9","1253.7"
"132","2001","3","Gujarat","Kutch","1526.32","782.34","743.99","1057.36","535.82","521.53","468.97","246.51","222.45","130.14","67.87","62.27","106.28","55.31","50.98","23.85","12.56","11.29","185.93","95.99","89.94","132.44","68.04","64.4","53.5","27.96","25.54","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1240.79","0.0","1240.79"
"132","2011","3","Gujarat","Kutch","2092.37","1096.74","995.63","1363.84","713.52","650.31","728.54","383.21","345.32","24.23","12.83","11.4","14.29","7.63","6.66","9.94","5.2","4.75","258.86","133.22","125.64","170.3","87.25","83.06","88.56","45.98","42.58","1252.32","739.24","513.08","740.92","449.19","291.74","511.4","290.05","221.34","105.88","90.37","15.51","100.34","86.32","14.02","5.54","4.05","1.49","183.97","115.88","68.09","176.22","111.4","64.82","7.75","4.49","3.27","1316.14","289.85","1605.99"
